caseNumber,reportedDate,offense,description
MP2018185341        ,2018-06-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018184387        ,2018-06-05T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018700017        ,2018-06-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700019        ,2018-06-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700026        ,2018-06-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018188006        ,2018-06-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700028        ,2018-06-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700048        ,2018-06-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700052        ,2018-06-06T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700058        ,2018-06-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700067        ,2018-06-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700068        ,2018-06-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700071        ,2018-06-06T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700072        ,2018-06-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700080        ,2018-06-06T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018186249        ,2018-06-06T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018189208        ,2018-06-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018187810        ,2018-06-07T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018188189        ,2018-06-07T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018700035        ,2018-06-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700036        ,2018-06-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700039        ,2018-06-07T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700060        ,2018-06-07T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700061        ,2018-06-07T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018700062        ,2018-06-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700081        ,2018-06-07T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700083        ,2018-06-07T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700088        ,2018-06-07T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700091        ,2018-06-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018189213        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018188575        ,2018-06-08T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018189263        ,2018-06-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018188959        ,2018-06-08T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018189314        ,2018-06-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018188630        ,2018-06-08T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018188639        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018188670        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018188710        ,2018-06-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018188737        ,2018-06-08T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018188739        ,2018-06-08T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018188749        ,2018-06-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018188843        ,2018-06-08T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018188906        ,2018-06-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018188936        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018188943        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018189024        ,2018-06-08T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018189029        ,2018-06-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018189040        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018189097        ,2018-06-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018189163        ,2018-06-08T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018189279        ,2018-06-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018189285        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018189335        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700032        ,2018-06-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700033        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700044        ,2018-06-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700046        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700054        ,2018-06-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700055        ,2018-06-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700056        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700057        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700094        ,2018-06-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700095        ,2018-06-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700096        ,2018-06-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700097        ,2018-06-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018189484        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018190247        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018190373        ,2018-06-09T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018189471        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018189981        ,2018-06-09T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018190041        ,2018-06-09T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018189269        ,2018-06-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018189432        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018189437        ,2018-06-09T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018189464        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018189612        ,2018-06-09T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018189620        ,2018-06-09T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018189652        ,2018-06-09T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018189656        ,2018-06-09T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018189677        ,2018-06-09T00:00:00.000Z,ASLT4   ,OBS - ASLT-POLICE/EMERG P     
MP2018189688        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018189728        ,2018-06-09T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018189755        ,2018-06-09T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018189814        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018189817        ,2018-06-09T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018189845        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018189862        ,2018-06-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018189874        ,2018-06-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018189883        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018189895        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018189949        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018189992        ,2018-06-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018189993        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018190007        ,2018-06-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018190079        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018190087        ,2018-06-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018190094        ,2018-06-09T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018190110        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018190132        ,2018-06-09T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018190150        ,2018-06-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018190165        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018190277        ,2018-06-09T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018190288        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018190328        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018190360        ,2018-06-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018190388        ,2018-06-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018190446        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018190562        ,2018-06-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018190587        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700105        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700106        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700108        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700110        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700112        ,2018-06-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018191232        ,2018-06-10T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018191459        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018191644        ,2018-06-10T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018191210        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018190636        ,2018-06-10T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018191066        ,2018-06-10T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018191550        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018191560        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018190528        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018190706        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018190739        ,2018-06-10T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018190830        ,2018-06-10T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018190903        ,2018-06-10T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018190938        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018190953        ,2018-06-10T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018191028        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018191051        ,2018-06-10T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018191064        ,2018-06-10T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018191068        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018191070        ,2018-06-10T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018191084        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018191108        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018191123        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018191164        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018191220        ,2018-06-10T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018191229        ,2018-06-10T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018191273        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018191277        ,2018-06-10T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018191305        ,2018-06-10T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018191382        ,2018-06-10T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018191437        ,2018-06-10T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018191448        ,2018-06-10T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018191658        ,2018-06-10T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018191732        ,2018-06-10T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018191751        ,2018-06-10T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018700114        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700115        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700117        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700118        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700123        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700125        ,2018-06-10T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700138        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700140        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700141        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700147        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700149        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700150        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700151        ,2018-06-10T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700153        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700156        ,2018-06-10T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018191955        ,2018-06-11T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018189221        ,2018-06-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018191693        ,2018-06-11T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018191763        ,2018-06-11T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018191793        ,2018-06-11T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018191881        ,2018-06-11T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018191918        ,2018-06-11T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018191922        ,2018-06-11T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018191934        ,2018-06-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018191938        ,2018-06-11T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018191939        ,2018-06-11T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018191960        ,2018-06-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018191981        ,2018-06-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018191992        ,2018-06-11T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018192011        ,2018-06-11T00:00:00.000Z,ARSON   ,ARSON-1ST DEGREE              
MP2018192058        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018192106        ,2018-06-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018192109        ,2018-06-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018192129        ,2018-06-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018192147        ,2018-06-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018192164        ,2018-06-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018192227        ,2018-06-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018192254        ,2018-06-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018192258        ,2018-06-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018192352        ,2018-06-11T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018192378        ,2018-06-11T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018192381        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018192393        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018192442        ,2018-06-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018192468        ,2018-06-11T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018192471        ,2018-06-11T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018192483        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018192494        ,2018-06-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018192522        ,2018-06-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018192533        ,2018-06-11T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018192578        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018192663        ,2018-06-11T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018192683        ,2018-06-11T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018192740        ,2018-06-11T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018192778        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018192805        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018192889        ,2018-06-11T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018700134        ,2018-06-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700144        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700159        ,2018-06-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700162        ,2018-06-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700167        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700169        ,2018-06-11T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700172        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700173        ,2018-06-11T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700188        ,2018-06-11T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018193518        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018195456        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018192876        ,2018-06-12T00:00:00.000Z,ASLT4   ,OBS - ASLT-POLICE/EMERG P     
MP2018193009        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018193053        ,2018-06-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018193077        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018193111        ,2018-06-12T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018193115        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018193128        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018193136        ,2018-06-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018193155        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018193178        ,2018-06-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018193181        ,2018-06-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018193216        ,2018-06-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018193221        ,2018-06-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018193234        ,2018-06-12T00:00:00.000Z,DASLT3  ,3RD DEG DOMES ASLT            
MP2018193294        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018193297        ,2018-06-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018193324        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018193326        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018193429        ,2018-06-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018193460        ,2018-06-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018193485        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018193646        ,2018-06-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018193743        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018193855        ,2018-06-12T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018193932        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018194019        ,2018-06-12T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018194036        ,2018-06-12T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018194117        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018194148        ,2018-06-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018194179        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018194191        ,2018-06-12T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018194222        ,2018-06-12T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018195424        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018195432        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700129        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700130        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700131        ,2018-06-12T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700133        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700137        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700175        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700176        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700178        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700179        ,2018-06-12T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700181        ,2018-06-12T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700186        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700189        ,2018-06-12T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700190        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700191        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700192        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700193        ,2018-06-12T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700194        ,2018-06-12T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018192993        ,2018-06-12T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018194557        ,2018-06-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018195047        ,2018-06-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018193716        ,2018-06-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018193999        ,2018-06-13T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018194311        ,2018-06-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018194340        ,2018-06-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018194445        ,2018-06-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018194520        ,2018-06-13T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018194523        ,2018-06-13T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018194578        ,2018-06-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018194626        ,2018-06-13T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018194707        ,2018-06-13T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018194730        ,2018-06-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018194762        ,2018-06-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018194785        ,2018-06-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018194789        ,2018-06-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018194825        ,2018-06-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018194826        ,2018-06-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018194866        ,2018-06-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018194943        ,2018-06-13T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018194962        ,2018-06-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018194990        ,2018-06-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018194996        ,2018-06-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
