caseNumber,reportedDate,offense,description
MP2018700542        ,2018-06-28T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018215943        ,2018-06-29T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018215803        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018214893        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018215662        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018215704        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018214878        ,2018-06-29T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018215234        ,2018-06-29T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP2018700551        ,2018-06-29T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700548        ,2018-06-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700549        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700550        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700552        ,2018-06-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018214450        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018214563        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018214569        ,2018-06-29T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018214627        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018214631        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018214692        ,2018-06-29T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018214767        ,2018-06-29T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018214808        ,2018-06-29T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018214815        ,2018-06-29T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018214844        ,2018-06-29T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018214854        ,2018-06-29T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018214856        ,2018-06-29T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018214864        ,2018-06-29T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018214955        ,2018-06-29T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018214959        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018214960        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018214984        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018215017        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018215075        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018215077        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018215203        ,2018-06-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018215248        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018215249        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018215257        ,2018-06-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018215264        ,2018-06-29T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018215280        ,2018-06-29T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018215385        ,2018-06-29T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018215458        ,2018-06-29T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018215480        ,2018-06-29T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018215514        ,2018-06-29T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018215526        ,2018-06-29T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018215605        ,2018-06-29T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018215619        ,2018-06-29T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018215628        ,2018-06-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018215685        ,2018-06-29T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018215687        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018215798        ,2018-06-29T00:00:00.000Z,ASLT4   ,OBS - ASLT-POLICE/EMERG P     
MP2018215850        ,2018-06-29T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018700537        ,2018-06-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700557        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700558        ,2018-06-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700559        ,2018-06-29T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018700560        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700561        ,2018-06-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700562        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700563        ,2018-06-29T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018219182        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018215690        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018216000        ,2018-06-30T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018216119        ,2018-06-30T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018216125        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018216221        ,2018-06-30T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018216229        ,2018-06-30T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018216251        ,2018-06-30T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018216263        ,2018-06-30T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018216277        ,2018-06-30T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018216300        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018216305        ,2018-06-30T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018216310        ,2018-06-30T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018216326        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018216327        ,2018-06-30T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2018216362        ,2018-06-30T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018216366        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018216408        ,2018-06-30T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018216419        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018216438        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018216449        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018216452        ,2018-06-30T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018216481        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018216554        ,2018-06-30T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018216561        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018216607        ,2018-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018216669        ,2018-06-30T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018216683        ,2018-06-30T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018216732        ,2018-06-30T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018216741        ,2018-06-30T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018216807        ,2018-06-30T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018216825        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018216830        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018216842        ,2018-06-30T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018216954        ,2018-06-30T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018217022        ,2018-06-30T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018217070        ,2018-06-30T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018217191        ,2018-06-30T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018700564        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700565        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700566        ,2018-06-30T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018700568        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700569        ,2018-06-30T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700571        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700573        ,2018-06-30T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700574        ,2018-06-30T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700575        ,2018-06-30T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700576        ,2018-06-30T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700577        ,2018-06-30T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700579        ,2018-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218307        ,2018-07-01T00:00:00.000Z,ARSON   ,ARSON-1ST DEGREE              
MP2018700592        ,2018-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700593        ,2018-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700599        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018216890        ,2018-07-01T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018218010        ,2018-07-01T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018217456        ,2018-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018217045        ,2018-07-01T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018217190        ,2018-07-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018217222        ,2018-07-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018217299        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217344        ,2018-07-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018217470        ,2018-07-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018217502        ,2018-07-01T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018217518        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217538        ,2018-07-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018217561        ,2018-07-01T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018217589        ,2018-07-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018217648        ,2018-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018217657        ,2018-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018217661        ,2018-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018217668        ,2018-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018217720        ,2018-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018217721        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217731        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217765        ,2018-07-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018217766        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217801        ,2018-07-01T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2018217820        ,2018-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018217838        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217851        ,2018-07-01T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018217876        ,2018-07-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018217877        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217913        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217919        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217967        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217970        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217991        ,2018-07-01T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018218039        ,2018-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018218060        ,2018-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018218081        ,2018-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218175        ,2018-07-01T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018700580        ,2018-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018219113        ,2018-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700607        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700608        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700610        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700611        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700612        ,2018-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700613        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700616        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700617        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700618        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700620        ,2018-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700623        ,2018-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700624        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700626        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218452        ,2018-07-02T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018218490        ,2018-07-02T00:00:00.000Z,ARSON   ,ARSON-1ST DEGREE              
MP2018218937        ,2018-07-02T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018218973        ,2018-07-02T00:00:00.000Z,ROBBIZ  ,ROBBERY OF BUSINESS           
MP2018219062        ,2018-07-02T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018219084        ,2018-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018219085        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018219122        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018219135        ,2018-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018219143        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018219157        ,2018-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018219163        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018219190        ,2018-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018219202        ,2018-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018219316        ,2018-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018219490        ,2018-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018219585        ,2018-07-02T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018219629        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700627        ,2018-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700631        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218574        ,2018-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018701911        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018701913        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218547        ,2018-07-02T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2018219253        ,2018-07-02T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018219551        ,2018-07-02T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2018700619        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700629        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700633        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700635        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700636        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218308        ,2018-07-02T00:00:00.000Z,MURDR   ,MURDER - 1ST DEGREE           
MP2018218512        ,2018-07-02T00:00:00.000Z,ARSON   ,ARSON-1ST DEGREE              
MP2018219419        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP201818852         ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018217907        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018218198        ,2018-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018218345        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018218447        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018218533        ,2018-07-02T00:00:00.000Z,DASLT3  ,3RD DEG DOMES ASLT            
MP2018218550        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018218563        ,2018-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018218575        ,2018-07-02T00:00:00.000Z,TMVP    ,THEFT-MOTR VEH PARTS          
MP2018218594        ,2018-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018218639        ,2018-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018218666        ,2018-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018218712        ,2018-07-02T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018218721        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218732        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218733        ,2018-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018218737        ,2018-07-02T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018218752        ,2018-07-02T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018218777        ,2018-07-02T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018218939        ,2018-07-02T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018218942        ,2018-07-02T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018219040        ,2018-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018219180        ,2018-07-02T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018219367        ,2018-07-02T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018219208        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018219364        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018219525        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018219660        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018219669        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018219678        ,2018-07-03T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018219688        ,2018-07-03T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018219775        ,2018-07-03T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018219800        ,2018-07-03T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018219870        ,2018-07-03T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018219896        ,2018-07-03T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2018219920        ,2018-07-03T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018219955        ,2018-07-03T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018219958        ,2018-07-03T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018219981        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018220010        ,2018-07-03T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018220042        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018220123        ,2018-07-03T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2018220155        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018220161        ,2018-07-03T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2018220215        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018220245        ,2018-07-03T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2018220323        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018220334        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018220343        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018220347        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018220368        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018220440        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018220449        ,2018-07-03T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018220452        ,2018-07-03T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2018220460        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018220575        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018220601        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018220694        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018220705        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018220732        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018220740        ,2018-07-03T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2018220793        ,2018-07-03T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018220813        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018220891        ,2018-07-03T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2018700639        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700641        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700642        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700643        ,2018-07-03T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700649        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700650        ,2018-07-03T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700651        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700654        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700655        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700657        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700658        ,2018-07-03T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2018700659        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700660        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700661        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700664        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700665        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700668        ,2018-07-03T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700671        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018701912        ,2018-07-03T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018219255        ,2018-07-03T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2018220059        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018700667        ,2018-07-03T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2018700644        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700646        ,2018-07-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2018700648        ,2018-07-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2018219730        ,2018-07-03T00:00:00.000Z,MURDR   ,MURDER - 1ST DEGREE           
MP2018219737        ,2018-07-03T00:00:00.000Z,CSCR    ,CSC - RAPE                    
