caseNumber,reportedDate,offense,description
MP2019358371        ,2019-12-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019358374        ,2019-12-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019358398        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019358418        ,2019-12-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019358431        ,2019-12-04T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019358444        ,2019-12-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019358451        ,2019-12-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019358461        ,2019-12-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019358467        ,2019-12-04T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019358475        ,2019-12-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019358524        ,2019-12-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019358527        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019358554        ,2019-12-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019358574        ,2019-12-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019358625        ,2019-12-04T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019358679        ,2019-12-04T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2019358720        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019358784        ,2019-12-04T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019358820        ,2019-12-04T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019358843        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019358858        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019358862        ,2019-12-05T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019358865        ,2019-12-04T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019358883        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019358887        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019358892        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019358920        ,2019-12-05T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019358928        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019359004        ,2019-12-05T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019359085        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019359090        ,2019-12-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019359096        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019359121        ,2019-12-05T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019359134        ,2019-12-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019359172        ,2019-12-05T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019359174        ,2019-12-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019359179        ,2019-12-05T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019359247        ,2019-12-05T00:00:00.000Z,NOPAY   ,GAS STATION DRIV-OFF          
MP2019359305        ,2019-12-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019359340        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019359379        ,2019-12-05T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019359404        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019359426        ,2019-12-05T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019359460        ,2019-12-05T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019359473        ,2019-12-05T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019359620        ,2019-12-05T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019707783        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019707784        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019707786        ,2019-12-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019707789        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019707790        ,2019-12-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019707791        ,2019-12-04T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2019707792        ,2019-12-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019707793        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019707794        ,2019-12-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019707795        ,2019-12-05T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019707796        ,2019-12-05T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019707798        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019707799        ,2019-12-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202010345         ,2020-01-12T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202042857         ,2020-02-16T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202049083         ,2020-02-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202052394         ,2020-02-27T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP202053583         ,2020-02-28T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202053785         ,2020-02-28T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP202053927         ,2020-02-28T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP202054688         ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202054718         ,2020-03-01T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP202055162         ,2020-03-01T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP202055204         ,2020-03-01T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP202055211         ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202055261         ,2020-03-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP202055296         ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202055310         ,2020-03-01T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP202055372         ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202055393         ,2020-03-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202055412         ,2020-03-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202055445         ,2020-03-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202055454         ,2020-03-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202055477         ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202055551         ,2020-03-01T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP202055565         ,2020-03-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202055592         ,2020-03-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202055615         ,2020-03-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202055620         ,2020-03-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202055645         ,2020-03-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202055660         ,2020-03-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202055665         ,2020-03-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202055690         ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202055720         ,2020-03-01T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202055738         ,2020-03-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202055789         ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202055802         ,2020-03-01T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP202055821         ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202055855         ,2020-03-01T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202055924         ,2020-03-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202055975         ,2020-03-02T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP202056026         ,2020-03-02T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP202056032         ,2020-03-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202056047         ,2020-03-02T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202056054         ,2020-03-02T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP202056077         ,2020-03-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202056088         ,2020-03-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202056108         ,2020-03-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202056145         ,2020-03-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202056148         ,2020-03-02T00:00:00.000Z,TMVP    ,THEFT-MOTR VEH PARTS          
MP202056188         ,2020-03-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202056191         ,2020-03-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202056192         ,2020-03-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP202056210         ,2020-03-02T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP202056281         ,2020-03-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2020701141        ,2020-02-29T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2020701144        ,2020-03-01T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2020701145        ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2020701146        ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2020701148        ,2020-03-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2020701149        ,2020-03-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2020701159        ,2020-03-02T00:00:00.000Z,TMVP    ,THEFT-MOTR VEH PARTS          
MP20191179          ,2019-01-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP20191421          ,2019-01-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP20191635          ,2019-01-02T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP20191707          ,2019-01-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019189275        ,2019-06-30T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019190522        ,2019-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019190710        ,2019-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019190717        ,2019-07-01T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019190737        ,2019-07-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019190742        ,2019-07-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019190778        ,2019-07-01T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019190919        ,2019-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191001        ,2019-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191024        ,2019-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191127        ,2019-07-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019191154        ,2019-07-01T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019191155        ,2019-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191159        ,2019-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191175        ,2019-07-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019191188        ,2019-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191212        ,2019-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019191213        ,2019-07-01T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019191256        ,2019-07-01T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191263        ,2019-07-01T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019191276        ,2019-07-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019191277        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019191296        ,2019-07-01T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019191328        ,2019-07-01T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019191333        ,2019-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019191366        ,2019-07-01T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019191382        ,2019-07-01T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019191435        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019191437        ,2019-07-01T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019191443        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019191497        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019191502        ,2019-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019191553        ,2019-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019191560        ,2019-07-01T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2019191575        ,2019-07-02T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019191581        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019191607        ,2019-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019191642        ,2019-07-02T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP2019191644        ,2019-07-02T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019191674        ,2019-07-02T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019191765        ,2019-07-02T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2019191769        ,2019-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191777        ,2019-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019191813        ,2019-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191830        ,2019-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019191843        ,2019-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019191860        ,2019-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019191871        ,2019-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019191873        ,2019-07-02T00:00:00.000Z,SCRAP   ,SCRAPPING-RECYCLING THEFT     
MP2019191908        ,2019-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019191957        ,2019-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019191977        ,2019-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019192006        ,2019-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019192102        ,2019-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019192201        ,2019-07-02T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019192245        ,2019-07-02T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019192317        ,2019-07-02T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019192646        ,2019-07-02T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP20192165          ,2019-01-03T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP20192175          ,2019-01-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP20193137          ,2019-01-04T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP20194350          ,2019-01-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP20194530          ,2019-01-05T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP20194822          ,2019-01-05T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP20195213          ,2019-01-06T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP20195259          ,2019-01-06T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP20195739          ,2019-01-06T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP20196503          ,2019-01-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP20196589          ,2019-01-07T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP20196640          ,2019-01-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019700084        ,2019-01-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019700099        ,2019-01-07T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703790        ,2019-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019703804        ,2019-07-01T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019703806        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703810        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703811        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703812        ,2019-07-01T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019703816        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703817        ,2019-05-23T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019703819        ,2019-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019703820        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703821        ,2019-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019703822        ,2019-07-01T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019703823        ,2019-07-01T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703824        ,2019-06-30T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703825        ,2019-06-26T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703827        ,2019-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703828        ,2019-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703832        ,2019-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019703833        ,2019-07-02T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019703835        ,2019-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703836        ,2019-07-02T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019703837        ,2019-07-02T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019703839        ,2019-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019703841        ,2019-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019703842        ,2019-07-02T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019703843        ,2019-07-02T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP20197300          ,2019-01-08T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP202016514         ,2020-01-19T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202018021         ,2020-01-21T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202020047         ,2020-01-23T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202020227         ,2020-01-23T00:00:00.000Z,ROBBIZ  ,ROBBERY OF BUSINESS           
MP202020829         ,2020-01-24T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202021818         ,2020-01-25T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202022015         ,2020-01-25T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202022216         ,2020-01-25T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202022254         ,2020-01-25T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202022528         ,2020-01-26T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP202022553         ,2020-01-26T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP202022575         ,2020-01-26T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP202022613         ,2020-01-26T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202022646         ,2020-01-26T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202022724         ,2020-01-26T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202022732         ,2020-01-26T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP202022752         ,2020-01-26T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP202022764         ,2020-01-26T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202022767         ,2020-01-26T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202022792         ,2020-01-26T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202022881         ,2020-01-26T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP202022920         ,2020-01-26T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202022923         ,2020-01-26T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202022935         ,2020-01-26T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP202022939         ,2020-01-26T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP202022941         ,2020-01-26T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP202022942         ,2020-01-26T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202022991         ,2020-01-26T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP202023032         ,2020-01-26T00:00:00.000Z,MVTHFT  ,OTHER VEHICLE THEFT           
MP202023062         ,2020-01-26T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202023123         ,2020-01-26T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202023189         ,2020-01-27T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202023213         ,2020-01-26T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP202023222         ,2020-01-27T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP202023225         ,2020-01-27T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP202023232         ,2020-01-27T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP202023252         ,2020-01-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202023270         ,2020-01-27T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP202023294         ,2020-01-27T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP202023309         ,2020-01-27T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP202023316         ,2020-01-27T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP202023318         ,2020-01-27T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202023325         ,2020-01-27T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP202023334         ,2020-01-27T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
