caseNumber,reportedDate,offense,description
MP2019268254        ,2019-09-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019268276        ,2019-09-05T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019268278        ,2019-09-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019268291        ,2019-09-05T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019268328        ,2019-09-05T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019268366        ,2019-09-05T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019268377        ,2019-09-05T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019268540        ,2019-09-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019268567        ,2019-09-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019268605        ,2019-09-05T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019268716        ,2019-09-05T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019268862        ,2019-09-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019268876        ,2019-09-05T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019269389        ,2019-09-05T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019705522        ,2019-09-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705523        ,2019-09-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705524        ,2019-09-04T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019705526        ,2019-09-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705527        ,2019-09-04T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705528        ,2019-09-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705529        ,2019-09-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705530        ,2019-09-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705532        ,2019-09-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705534        ,2019-09-04T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705535        ,2019-09-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705536        ,2019-09-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705537        ,2019-09-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705538        ,2019-09-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705539        ,2019-09-04T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019705542        ,2019-09-03T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019705543        ,2019-09-05T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019705544        ,2019-08-31T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019118798        ,2019-04-27T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019119927        ,2019-04-29T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019129895        ,2019-05-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019131437        ,2019-05-10T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019131458        ,2019-05-07T00:00:00.000Z,CSCR    ,CSC - SODOMY                  
MP2019135001        ,2019-05-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019135080        ,2019-05-13T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019135081        ,2019-05-13T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2019135087        ,2019-05-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019135168        ,2019-05-13T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019135172        ,2019-05-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019135225        ,2019-05-13T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019135296        ,2019-05-13T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019135305        ,2019-05-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019135322        ,2019-05-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019135323        ,2019-05-13T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019135349        ,2019-05-13T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019135373        ,2019-05-13T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019135393        ,2019-05-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019135423        ,2019-05-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019135424        ,2019-05-13T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019135493        ,2019-05-13T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019135517        ,2019-05-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019135538        ,2019-05-13T00:00:00.000Z,ROBBIZ  ,ROBBERY OF BUSINESS           
MP2019135566        ,2019-05-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019135584        ,2019-05-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019135596        ,2019-05-13T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019135656        ,2019-05-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019135703        ,2019-05-13T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019135717        ,2019-05-13T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019135821        ,2019-05-14T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019135850        ,2019-05-14T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019135885        ,2019-05-14T00:00:00.000Z,ARSON   ,ARSON                         
MP2019135906        ,2019-05-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019135936        ,2019-05-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019135937        ,2019-05-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019135938        ,2019-05-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019135972        ,2019-05-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019135989        ,2019-05-14T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019136035        ,2019-05-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019136408        ,2019-05-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019136469        ,2019-05-14T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019136548        ,2019-05-14T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019136605        ,2019-05-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019702473        ,2019-05-13T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019702474        ,2019-05-13T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019702476        ,2019-05-13T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019702477        ,2019-05-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019702479        ,2019-05-13T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019702481        ,2019-05-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019702482        ,2019-05-14T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019702483        ,2019-05-14T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019702485        ,2019-04-26T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019702491        ,2019-05-14T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019301064        ,2019-10-03T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019302714        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019303955        ,2019-10-07T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019305018        ,2019-10-08T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019305107        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019305147        ,2019-10-08T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019305205        ,2019-10-08T00:00:00.000Z,ROBBIZ  ,ROBBERY OF BUSINESS           
MP2019305328        ,2019-10-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019305333        ,2019-10-08T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019305339        ,2019-10-08T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019305372        ,2019-10-08T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019305403        ,2019-10-08T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019305552        ,2019-10-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019305555        ,2019-10-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019305592        ,2019-10-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019305615        ,2019-10-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019305617        ,2019-10-08T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2019305660        ,2019-10-08T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2019305661        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019305682        ,2019-10-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019305721        ,2019-10-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019305722        ,2019-10-08T00:00:00.000Z,ASLT1   ,ASLT-GREAT BODILY HM          
MP2019305750        ,2019-10-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019305769        ,2019-10-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019305777        ,2019-10-08T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019305781        ,2019-10-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019305793        ,2019-10-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019305844        ,2019-10-08T00:00:00.000Z,ASLT4   ,ASLT4-LESS THAN SUBST HARM    
MP2019305907        ,2019-10-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019305911        ,2019-10-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019305913        ,2019-10-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019305922        ,2019-10-09T00:00:00.000Z,TFPER   ,THEFT FROM PERSON SNATCH/GRAB 
MP2019305931        ,2019-10-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019305934        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019306022        ,2019-10-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019306054        ,2019-10-09T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019306113        ,2019-10-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019306144        ,2019-10-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019306148        ,2019-10-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019306153304     ,2019-10-09T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019306155        ,2019-10-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019306156        ,2019-10-09T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019306168        ,2019-10-09T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019306186        ,2019-10-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019306196        ,2019-10-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019306201        ,2019-10-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019306238        ,2019-10-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019306250        ,2019-10-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019306288        ,2019-10-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019306398        ,2019-10-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019306402        ,2019-10-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019306519        ,2019-10-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019306599        ,2019-10-09T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019306624        ,2019-10-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019306907        ,2019-10-09T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019706405        ,2019-10-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706406        ,2019-10-08T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019706408        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019706409        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706410        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019706411        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706413        ,2019-10-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706416        ,2019-10-08T00:00:00.000Z,TBLDG   ,THEFT FROM BUILDING           
MP2019706417        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706421        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019706422        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019706424        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706425        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019706426        ,2019-10-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019706427        ,2019-10-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706428        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706429        ,2019-10-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706430        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019706431        ,2019-10-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706433        ,2019-10-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706434        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019706435        ,2019-10-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706436        ,2019-10-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019706438        ,2019-10-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706441        ,2019-10-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019265979        ,2019-10-24T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019317499        ,2019-10-21T00:00:00.000Z,CSCR    ,CSC - RAPE                    
MP2019318716        ,2019-10-22T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019318721        ,2019-10-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019318982        ,2019-10-22T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019319183        ,2019-10-23T00:00:00.000Z,DASLT2  ,2ND DEG DOMES ASLT            
MP2019319199        ,2019-10-23T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019319318        ,2019-10-23T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019319574        ,2019-10-23T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019319583        ,2019-10-23T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019319616        ,2019-10-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019319715        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019319719        ,2019-10-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019319732        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019319750        ,2019-10-23T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019319763        ,2019-10-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019319776        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019319826        ,2019-10-23T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019319876        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019319886        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019319890        ,2019-10-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019319897        ,2019-10-23T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019319937        ,2019-10-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019319958        ,2019-10-23T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019319961        ,2019-10-23T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019320052        ,2019-10-24T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019320121        ,2019-10-24T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019320195        ,2019-10-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019320201        ,2019-10-24T00:00:00.000Z,BURGB   ,BURGLARY OF BUSINESS          
MP2019320210        ,2019-10-24T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019320212        ,2019-10-24T00:00:00.000Z,DASTR   ,DOMESTIC ASSAULT/STRANGULATION
MP2019320223        ,2019-10-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019320233        ,2019-10-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019320289        ,2019-10-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019320295        ,2019-10-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019320296        ,2019-10-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019320299        ,2019-10-24T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019320304        ,2019-10-24T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019320334        ,2019-10-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019320366        ,2019-10-24T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019320372        ,2019-10-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019320457        ,2019-10-24T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019320494        ,2019-10-24T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019320496        ,2019-10-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019320685        ,2019-10-24T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019320775        ,2019-10-24T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019320800        ,2019-10-24T00:00:00.000Z,THFTSW  ,THEFT BY SWINDLE              
MP2019706820        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706821        ,2019-10-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706823        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706826        ,2019-10-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706831        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706834        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706835        ,2019-10-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706836        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706837        ,2019-10-23T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706839        ,2019-10-23T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706841        ,2019-10-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706843        ,2019-10-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706844        ,2019-10-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706845        ,2019-10-24T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019706846        ,2019-10-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019706847        ,2019-10-24T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019351671        ,2019-11-26T00:00:00.000Z,ARSON   ,ARSON                         
MP2019351862        ,2019-11-26T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019361342        ,2019-12-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP20193614408       ,2019-12-07T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019361676        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019361743        ,2019-12-08T00:00:00.000Z,ASLT2   ,ASSLT W/DNGRS WEAPON          
MP2019361816        ,2019-12-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019361948        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019361993        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362009        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362027        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362029        ,2019-12-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019362043        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362049        ,2019-12-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019362125        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362205        ,2019-12-08T00:00:00.000Z,ROBPAG  ,ROBBERY PER AGG               
MP2019362221        ,2019-12-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019362234        ,2019-12-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019362240        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362251        ,2019-12-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019362265        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362267        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362300        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362307        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362312        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362356        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362392        ,2019-12-08T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019362418        ,2019-12-09T00:00:00.000Z,MURDR   ,MURDER (GENERAL)              
MP2019362423        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362436        ,2019-12-08T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362444        ,2019-12-08T00:00:00.000Z,BIKETF  ,BIKE THEFT                    
MP2019362445        ,2019-12-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019362478        ,2019-12-08T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019362498        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362530        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362576        ,2019-12-09T00:00:00.000Z,ROBPER  ,ROBBERY OF PERSON             
MP2019362626        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362648        ,2019-12-09T00:00:00.000Z,ASLT3   ,ASLT-SGNFCNT BDLY HM          
MP2019362658        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362678        ,2019-12-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019362692        ,2019-12-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362709        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362716        ,2019-12-09T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019362717        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362720        ,2019-12-09T00:00:00.000Z,TMVP    ,THEFT-MOTR VEH PARTS          
MP2019362741        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362742        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362759        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362763        ,2019-12-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019362787        ,2019-12-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019362797        ,2019-12-09T00:00:00.000Z,BURGD   ,BURGLARY OF DWELLING          
MP2019362844        ,2019-12-09T00:00:00.000Z,SHOPLF  ,SHOPLIFTING                   
MP2019362891        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362912        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019362932        ,2019-12-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019362951        ,2019-12-09T00:00:00.000Z,AUTOTH  ,AUTOMOBILE THEFT              
MP2019707847        ,2019-12-07T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019707857        ,2019-12-08T00:00:00.000Z,TFMV    ,THEFT FROM MOTR VEHC          
MP2019707858        ,2019-12-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019707860        ,2019-12-08T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019707861        ,2019-12-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
MP2019707863        ,2019-12-09T00:00:00.000Z,THEFT   ,OTHER THEFT                   
