caseNumber,reportedDate,offense,description
MP 2018 031350,2018-01-31T12:29:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 031767,2018-01-31T12:30:00.000Z,THEFT,Other Theft
MP 2018 999463,2018-01-31T13:01:24.000Z,BIKETF,Bike Theft
MP 2018 999461,2018-01-31T13:07:56.000Z,THFTSW,Theft By Swindle
MP 2018 031835,2018-01-31T13:36:00.000Z,THEFT,Other Theft
MP 2018 999459,2018-01-31T13:37:50.000Z,TFMV,Theft From Motr Vehc
MP 2018 031872,2018-01-31T14:15:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999456,2018-01-31T14:28:29.000Z,THEFT,Other Theft
MP 2018 031907,2018-01-31T14:55:00.000Z,SHOPLF,Shoplifting
MP 2018 031883,2018-01-31T15:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999452,2018-01-31T15:24:08.000Z,THEFT,Other Theft
MP 2018 999448,2018-01-31T16:07:25.000Z,THEFT,Other Theft
MP 2018 031961,2018-01-31T16:20:00.000Z,THEFT,Other Theft
MP 2018 031981,2018-01-31T17:39:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 032067,2018-01-31T17:46:00.000Z,THEFT,Other Theft
MP 2018 032020,2018-01-31T18:18:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 032021,2018-01-31T18:25:00.000Z,BURGB,Burglary Of Business
MP 2018 032040,2018-01-31T18:50:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 032058,2018-01-31T19:15:00.000Z,SHOPLF,Shoplifting
MP 2018 032136,2018-01-31T19:35:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 032191,2018-01-31T19:35:00.000Z,THEFT,Other Theft
MP 2018 032239,2018-01-31T20:10:00.000Z,SHOPLF,Shoplifting
MP 2018 032207,2018-01-31T20:26:00.000Z,THFTSW,Theft By Swindle
MP 2018 032062,2018-01-31T20:37:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 032287,2018-01-31T21:31:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032050,2018-01-31T21:33:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 032362,2018-01-31T22:25:00.000Z,THEFT,Other Theft
MP 2018 032232,2018-01-31T23:36:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 032277,2018-01-31T23:43:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 032515,2018-02-01T00:15:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032502,2018-02-01T00:40:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032570,2018-02-01T00:50:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 032603,2018-02-01T01:51:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032654,2018-02-01T03:19:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 032645,2018-02-01T03:24:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032738,2018-02-01T07:05:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032769,2018-02-01T07:39:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 032800,2018-02-01T08:29:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 032712,2018-02-01T08:35:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 032737,2018-02-01T08:40:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032785,2018-02-01T08:56:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 999441,2018-02-01T10:14:17.000Z,TFMV,Theft From Motr Vehc
MP 2018 032841,2018-02-01T10:39:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 032879,2018-02-01T11:15:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 032849,2018-02-01T11:34:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999439,2018-02-01T12:24:58.000Z,THEFT,Other Theft
MP 2018 028054,2018-02-01T13:00:00.000Z,THEFT,Other Theft
MP 2018 032833,2018-02-01T13:08:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032985,2018-02-01T13:11:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 032979,2018-02-01T13:17:00.000Z,THEFT,Other Theft
MP 2018 033011,2018-02-01T13:25:00.000Z,THEFT,Other Theft
MP 2018 999435,2018-02-01T14:37:34.000Z,THFTSW,Theft By Swindle
MP 2018 033074,2018-02-01T14:55:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 033075,2018-02-01T15:05:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 999434,2018-02-01T15:30:04.000Z,TFMV,Theft From Motr Vehc
MP 2018 041564,2018-02-01T16:03:00.000Z,THEFT,Other Theft
MP 2018 999433,2018-02-01T16:06:47.000Z,THEFT,Other Theft
MP 2018 033110,2018-02-01T16:20:00.000Z,THEFT,Other Theft
MP 2018 033172,2018-02-01T17:17:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999430,2018-02-01T17:59:49.000Z,THFTSW,Theft By Swindle
MP 2018 033303,2018-02-01T18:43:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 033157,2018-02-01T19:20:00.000Z,THFTSW,Theft By Swindle
MP 2018 033354,2018-02-01T19:26:00.000Z,THFTSW,Theft By Swindle
MP 2018 033301,2018-02-01T19:28:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 033350,2018-02-01T19:35:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 999429,2018-02-01T19:45:46.000Z,TFMV,Theft From Motr Vehc
MP 2018 033333,2018-02-01T20:08:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999428,2018-02-01T20:41:57.000Z,TFMV,Theft From Motr Vehc
MP 2018 033385,2018-02-01T20:50:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 033276,2018-02-01T21:08:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 999427,2018-02-01T21:51:59.000Z,TFMV,Theft From Motr Vehc
MP 2018 033356,2018-02-01T21:55:00.000Z,THEFT,Other Theft
MP 2018 999426,2018-02-01T22:39:18.000Z,TFMV,Theft From Motr Vehc
MP 2018 033549,2018-02-01T23:13:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 033566,2018-02-02T00:53:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 034216,2018-02-02T02:51:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 033759,2018-02-02T02:52:00.000Z,ROBPER,Robbery Of Person
MP 2018 033716,2018-02-02T03:02:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 033818,2018-02-02T05:40:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 033850,2018-02-02T07:20:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999425,2018-02-02T08:12:52.000Z,BIKETF,Bike Theft
MP 2018 033849,2018-02-02T08:29:00.000Z,THEFT,Other Theft
MP 2018 033087,2018-02-02T09:13:00.000Z,ASLT3,Aslt-sgnfcnt Bdly Hm
MP 2018 999423,2018-02-02T09:39:42.000Z,TFMV,Theft From Motr Vehc
MP 2018 033918,2018-02-02T09:44:00.000Z,THEFT,Other Theft
MP 2018 999422,2018-02-02T09:54:35.000Z,TFMV,Theft From Motr Vehc
MP 2018 999421,2018-02-02T10:22:32.000Z,TFMV,Theft From Motr Vehc
MP 2018 999420,2018-02-02T10:24:14.000Z,THEFT,Other Theft
MP 2018 999417,2018-02-02T11:01:54.000Z,THEFT,Other Theft
MP 2018 999416,2018-02-02T11:10:56.000Z,TFMV,Theft From Motr Vehc
MP 2018 034048,2018-02-02T11:15:00.000Z,THEFT,Other Theft
MP 2018 999415,2018-02-02T11:15:01.000Z,THEFT,Other Theft
MP 2018 034084,2018-02-02T12:20:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 034082,2018-02-02T12:22:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999412,2018-02-02T13:22:25.000Z,TFMV,Theft From Motr Vehc
MP 2018 034184,2018-02-02T15:05:00.000Z,THEFT,Other Theft
MP 2018 034114,2018-02-02T15:15:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999409,2018-02-02T15:31:30.000Z,THEFT,Other Theft
MP 2018 034108,2018-02-02T16:00:00.000Z,THFTSW,Theft By Swindle
MP 2018 999407,2018-02-02T16:16:54.000Z,THFTSW,Theft By Swindle
MP 2018 999406,2018-02-02T17:07:54.000Z,THEFT,Other Theft
MP 2018 034271,2018-02-02T17:16:00.000Z,THEFT,Other Theft
MP 2018 034335,2018-02-02T18:20:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 034339,2018-02-02T18:35:00.000Z,THEFT,Other Theft
MP 2018 034403,2018-02-02T18:37:00.000Z,THEFT,Other Theft
MP 2018 034408,2018-02-02T19:15:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 034449,2018-02-02T19:17:00.000Z,THFTSW,Theft By Swindle
MP 2018 034486,2018-02-02T19:20:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 999405,2018-02-02T19:23:12.000Z,TFMV,Theft From Motr Vehc
MP 2018 034460,2018-02-02T19:52:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999404,2018-02-02T19:56:21.000Z,TFMV,Theft From Motr Vehc
MP 2018 034440,2018-02-02T20:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 034456,2018-02-02T20:15:00.000Z,THEFT,Other Theft
MP 2018 034550,2018-02-02T20:22:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 999403,2018-02-02T20:23:00.000Z,THFTSW,Theft By Swindle
MP 2018 034491,2018-02-02T20:30:00.000Z,THEFT,Other Theft
MP 2018 999402,2018-02-02T21:09:36.000Z,THEFT,Other Theft
MP 2018 034438,2018-02-02T21:17:00.000Z,ROBPER,Robbery Of Person
MP 2018 034406,2018-02-02T21:28:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 034622,2018-02-02T21:53:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 034573,2018-02-02T21:55:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 034624,2018-02-02T22:09:00.000Z,THFTSW,Theft By Swindle
MP 2018 034582,2018-02-02T22:11:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 034687,2018-02-02T23:18:00.000Z,ROBPER,Robbery Of Person
MP 2018 034806,2018-02-02T23:26:00.000Z,THEFT,Other Theft
MP 2018 034830,2018-02-03T00:05:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 034796,2018-02-03T00:18:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 034821,2018-02-03T00:20:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 034743,2018-02-03T01:50:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 034867,2018-02-03T02:30:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 035117,2018-02-03T05:42:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 035144,2018-02-03T05:50:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 034203,2018-02-03T06:26:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 035156,2018-02-03T07:00:00.000Z,BURGB,Burglary Of Business
MP 2018 035213,2018-02-03T08:58:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 035207,2018-02-03T09:34:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 035252,2018-02-03T09:50:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999398,2018-02-03T09:57:01.000Z,THEFT,Other Theft
MP 2018 035248,2018-02-03T10:12:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 035265,2018-02-03T10:20:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 035286,2018-02-03T11:15:00.000Z,THEFT,Other Theft
MP 2018 041864,2018-02-03T11:43:00.000Z,THEFT,Other Theft
MP 2018 999396,2018-02-03T11:49:55.000Z,THEFT,Other Theft
MP 2018 035327,2018-02-03T12:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999394,2018-02-03T12:09:43.000Z,THEFT,Other Theft
MP 2018 035325,2018-02-03T12:10:00.000Z,THEFT,Other Theft
MP 2018 035297,2018-02-03T12:13:00.000Z,TBLDG,Theft From Building
MP 2018 035287,2018-02-03T12:20:00.000Z,THEFT,Other Theft
MP 2018 035344,2018-02-03T12:25:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999393,2018-02-03T12:44:36.000Z,THEFT,Other Theft
MP 2018 999392,2018-02-03T13:04:39.000Z,THEFT,Other Theft
MP 2018 035433,2018-02-03T13:45:00.000Z,TFPER,Theft From Person
MP 2018 999390,2018-02-03T14:09:15.000Z,TBLDG,Theft From Building
MP 2018 035413,2018-02-03T14:16:00.000Z,SHOPLF,Shoplifting
MP 2018 035407,2018-02-03T14:19:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 035364,2018-02-03T14:30:00.000Z,THEFT,Other Theft
MP 2018 999389,2018-02-03T14:33:16.000Z,THEFT,Other Theft
MP 2018 035371,2018-02-03T14:54:00.000Z,THEFT,Other Theft
MP 2018 999387,2018-02-03T15:40:51.000Z,THFTSW,Theft By Swindle
MP 2018 035482,2018-02-03T15:49:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 035531,2018-02-03T16:28:00.000Z,THEFT,Other Theft
MP 2018 999386,2018-02-03T16:33:22.000Z,THEFT,Other Theft
MP 2018 035564,2018-02-03T17:00:00.000Z,THEFT,Other Theft
MP 2018 035584,2018-02-03T17:39:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 035473,2018-02-03T18:00:00.000Z,THFTSW,Theft By Swindle
MP 2018 035629,2018-02-03T18:15:00.000Z,THEFT,Other Theft
MP 2018 035634,2018-02-03T18:21:00.000Z,TMVP,Theft-motr Veh Parts
MP 2018 035565,2018-02-03T18:52:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999380,2018-02-03T19:57:06.000Z,THFTSW,Theft By Swindle
MP 2018 035740,2018-02-03T21:00:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 035822,2018-02-03T21:00:00.000Z,MVTHFT,Other Vehicle Theft
MP 2018 035593,2018-02-03T21:13:00.000Z,THFTSW,Theft By Swindle
MP 2018 035779,2018-02-03T21:15:00.000Z,THFTSW,Theft By Swindle
MP 2018 035889,2018-02-03T22:10:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 035907,2018-02-03T22:24:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 035965,2018-02-03T23:30:00.000Z,THEFT,Other Theft
MP 2018 999379,2018-02-03T23:33:19.000Z,THEFT,Other Theft
MP 2018 035911,2018-02-04T00:44:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 036098,2018-02-04T01:00:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 036100,2018-02-04T01:20:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 999378,2018-02-04T02:11:12.000Z,THEFT,Other Theft
MP 2018 036316,2018-02-04T04:45:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 036295,2018-02-04T04:46:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 036339,2018-02-04T06:03:00.000Z,CSCR,Crim Sex Cond-rape
MP 2018 036354,2018-02-04T06:25:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 035442,2018-02-04T07:40:00.000Z,THEFT,Other Theft
MP 2018 036390,2018-02-04T07:47:00.000Z,THEFT,Other Theft
MP 2018 036392,2018-02-04T07:50:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 036281,2018-02-04T08:00:00.000Z,THEFT,Other Theft
MP 2018 999376,2018-02-04T09:04:05.000Z,THEFT,Other Theft
MP 2018 036468,2018-02-04T09:38:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999374,2018-02-04T09:44:13.000Z,THEFT,Other Theft
MP 2018 036474,2018-02-04T09:58:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999373,2018-02-04T10:03:19.000Z,THEFT,Other Theft
MP 2018 999372,2018-02-04T10:10:02.000Z,THEFT,Other Theft
MP 2018 999370,2018-02-04T11:34:09.000Z,THEFT,Other Theft
MP 2018 999368,2018-02-04T12:43:18.000Z,THEFT,Other Theft
MP 2018 999367,2018-02-04T13:26:30.000Z,THEFT,Other Theft
MP 2018 036660,2018-02-04T13:29:00.000Z,THFTSW,Theft By Swindle
MP 2018 999366,2018-02-04T13:47:27.000Z,THEFT,Other Theft
MP 2018 036691,2018-02-04T14:01:00.000Z,THFTSW,Theft By Swindle
MP 2018 036703,2018-02-04T14:17:00.000Z,SHOPLF,Shoplifting
MP 2018 036686,2018-02-04T14:35:00.000Z,THFTSW,Theft By Swindle
MP 2018 036682,2018-02-04T14:45:00.000Z,THFTSW,Theft By Swindle
MP 2018 036715,2018-02-04T14:53:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 036647,2018-02-04T14:55:00.000Z,THEFT,Other Theft
MP 2018 036720,2018-02-04T15:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 036673,2018-02-04T15:03:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999365,2018-02-04T15:03:18.000Z,THEFT,Other Theft
MP 2018 036724,2018-02-04T15:09:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 036697,2018-02-04T15:11:00.000Z,THEFT,Other Theft
MP 2018 036750,2018-02-04T15:30:00.000Z,THFTSW,Theft By Swindle
MP 2018 036753,2018-02-04T15:46:00.000Z,THEFT,Other Theft
MP 2018 036766,2018-02-04T16:00:00.000Z,THFTSW,Theft By Swindle
MP 2018 036755,2018-02-04T16:36:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999363,2018-02-04T16:44:32.000Z,THEFT,Other Theft
MP 2018 999362,2018-02-04T17:00:58.000Z,THEFT,Other Theft
MP 2018 036822,2018-02-04T17:13:00.000Z,THEFT,Other Theft
MP 2018 036825,2018-02-04T17:20:00.000Z,THEFT,Other Theft
MP 2018 036793,2018-02-04T17:27:00.000Z,THFTSW,Theft By Swindle
MP 2018 036785,2018-02-04T17:49:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 036823,2018-02-04T17:57:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 036809,2018-02-04T18:00:00.000Z,THEFT,Other Theft
MP 2018 036908,2018-02-04T18:03:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 036854,2018-02-04T18:21:00.000Z,TFPER,Theft From Person
MP 2018 036928,2018-02-04T18:53:00.000Z,THFTSW,Theft By Swindle
MP 2018 036824,2018-02-04T19:33:00.000Z,ROBBIZ,Robbery Of Business
MP 2018 036982,2018-02-04T19:39:00.000Z,SHOPLF,Shoplifting
MP 2018 036941,2018-02-04T19:40:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999360,2018-02-04T19:56:34.000Z,THEFT,Other Theft
MP 2018 036967,2018-02-04T20:00:00.000Z,THFTSW,Theft By Swindle
MP 2018 036814,2018-02-04T20:07:00.000Z,DASLT2,2nd Deg Domes Aslt
MP 2018 036943,2018-02-04T20:10:00.000Z,THEFT,Other Theft
MP 2018 036894,2018-02-04T20:10:00.000Z,THFTSW,Theft By Swindle
MP 2018 036835,2018-02-04T20:31:00.000Z,THFTSW,Theft By Swindle
MP 2018 037026,2018-02-04T20:32:00.000Z,SHOPLF,Shoplifting
MP 2018 037030,2018-02-04T20:34:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999359,2018-02-04T20:42:01.000Z,THEFT,Other Theft
MP 2018 036997,2018-02-04T20:45:00.000Z,THEFT,Other Theft
MP 2018 036752,2018-02-04T20:50:00.000Z,THFTSW,Theft By Swindle
MP 2018 037025,2018-02-04T20:54:00.000Z,THFTSW,Theft By Swindle
MP 2018 036853,2018-02-04T20:56:00.000Z,THFTSW,Theft By Swindle
MP 2018 037012,2018-02-04T21:00:00.000Z,BURGB,Burglary Of Business
MP 2018 036764,2018-02-04T21:03:00.000Z,THFTSW,Theft By Swindle
MP 2018 036780,2018-02-04T21:11:00.000Z,THFTSW,Theft By Swindle
MP 2018 036777,2018-02-04T21:13:00.000Z,THFTSW,Theft By Swindle
MP 2018 036787,2018-02-04T21:24:00.000Z,TFPER,Theft From Person
MP 2018 036802,2018-02-04T21:30:00.000Z,TFPER,Theft From Person
MP 2018 999358,2018-02-04T21:31:43.000Z,TFMV,Theft From Motr Vehc
MP 2018 036726,2018-02-04T21:45:00.000Z,THFTSW,Theft By Swindle
MP 2018 037080,2018-02-04T21:47:00.000Z,ROBPER,Robbery Of Person
MP 2018 036866,2018-02-04T22:00:00.000Z,THFTSW,Theft By Swindle
MP 2018 037171,2018-02-04T22:07:00.000Z,THEFT,Other Theft
MP 2018 036858,2018-02-04T22:14:00.000Z,THFTSW,Theft By Swindle
MP 2018 037100,2018-02-04T22:20:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 036891,2018-02-04T22:25:00.000Z,THFTSW,Theft By Swindle
MP 2018 036921,2018-02-04T22:36:00.000Z,THFTSW,Theft By Swindle
MP 2018 037201,2018-02-04T22:43:00.000Z,THEFT,Other Theft
MP 2018 037164,2018-02-04T22:43:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 036675,2018-02-04T22:45:00.000Z,THFTSW,Theft By Swindle
MP 2018 999357,2018-02-04T22:50:23.000Z,THEFT,Other Theft
MP 2018 037227,2018-02-04T23:30:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 999356,2018-02-04T23:43:16.000Z,THEFT,Other Theft
MP 2018 037192,2018-02-04T23:51:00.000Z,TFPER,Theft From Person
MP 2018 037787,2018-02-05T00:01:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 037306,2018-02-05T00:05:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 037314,2018-02-05T00:45:00.000Z,THEFT,Other Theft
MP 2018 037380,2018-02-05T01:16:00.000Z,THEFT,Other Theft
MP 2018 037279,2018-02-05T02:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 037453,2018-02-05T04:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 037483,2018-02-05T05:44:00.000Z,ROBPAG,Robbery Per Agg
MP 2018 037550,2018-02-05T05:53:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999355,2018-02-05T07:22:40.000Z,THEFT,Other Theft
MP 2018 037586,2018-02-05T07:40:00.000Z,BURGB,Burglary Of Business
MP 2018 037634,2018-02-05T09:15:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 037571,2018-02-05T09:22:00.000Z,THEFT,Other Theft
MP 2018 037641,2018-02-05T09:34:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 037659,2018-02-05T10:00:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 037660,2018-02-05T10:25:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 999353,2018-02-05T10:36:17.000Z,THEFT,Other Theft
MP 2018 037677,2018-02-05T10:47:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 037706,2018-02-05T10:50:00.000Z,THEFT,Other Theft
MP 2018 999351,2018-02-05T11:17:17.000Z,THEFT,Other Theft
MP 2018 999349,2018-02-05T11:22:37.000Z,THFTSW,Theft By Swindle
MP 2018 999348,2018-02-05T11:26:05.000Z,TFMV,Theft From Motr Vehc
MP 2018 999347,2018-02-05T11:32:56.000Z,TFMV,Theft From Motr Vehc
MP 2018 037731,2018-02-05T11:45:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999346,2018-02-05T11:45:02.000Z,THEFT,Other Theft
MP 2018 999345,2018-02-05T11:51:09.000Z,THEFT,Other Theft
MP 2018 999343,2018-02-05T11:55:36.000Z,THEFT,Other Theft
MP 2018 037729,2018-02-05T12:05:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 999342,2018-02-05T12:08:32.000Z,THEFT,Other Theft
MP 2018 999341,2018-02-05T12:19:21.000Z,TFMV,Theft From Motr Vehc
MP 2018 037711,2018-02-05T12:28:00.000Z,THEFT,Other Theft
MP 2018 037746,2018-02-05T12:35:00.000Z,MVTHFT,Other Vehicle Theft
MP 2018 999340,2018-02-05T12:40:21.000Z,THEFT,Other Theft
MP 2018 999339,2018-02-05T12:40:45.000Z,THEFT,Other Theft
MP 2018 999338,2018-02-05T12:46:25.000Z,THEFT,Other Theft
MP 2018 037744,2018-02-05T13:02:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 037783,2018-02-05T13:03:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 037784,2018-02-05T13:05:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 037782,2018-02-05T13:32:00.000Z,THEFT,Other Theft
MP 2018 037812,2018-02-05T14:00:00.000Z,THEFT,Other Theft
MP 2018 037799,2018-02-05T14:00:00.000Z,THEFT,Other Theft
MP 2018 037789,2018-02-05T14:05:00.000Z,SHOPLF,Shoplifting
MP 2018 999335,2018-02-05T14:13:24.000Z,THEFT,Other Theft
MP 2018 999334,2018-02-05T14:15:15.000Z,THEFT,Other Theft
MP 2018 037793,2018-02-05T14:28:00.000Z,THEFT,Other Theft
MP 2018 999332,2018-02-05T14:49:27.000Z,THEFT,Other Theft
MP 2018 999331,2018-02-05T14:50:35.000Z,THEFT,Other Theft
MP 2018 037862,2018-02-05T15:00:00.000Z,ROBPER,Robbery Of Person
MP 2018 037791,2018-02-05T15:08:00.000Z,THEFT,Other Theft
MP 2018 999329,2018-02-05T15:08:03.000Z,TFMV,Theft From Motr Vehc
MP 2018 999328,2018-02-05T15:20:04.000Z,THEFT,Other Theft
MP 2018 999327,2018-02-05T15:56:28.000Z,THEFT,Other Theft
MP 2018 999325,2018-02-05T16:12:20.000Z,THEFT,Other Theft
MP 2018 999323,2018-02-05T16:47:27.000Z,THEFT,Other Theft
MP 2018 999322,2018-02-05T16:48:41.000Z,THEFT,Other Theft
MP 2018 999321,2018-02-05T16:55:14.000Z,THEFT,Other Theft
MP 2018 999320,2018-02-05T17:07:42.000Z,THEFT,Other Theft
MP 2018 037905,2018-02-05T17:30:00.000Z,THEFT,Other Theft
MP 2018 037832,2018-02-05T17:30:00.000Z,THEFT,Other Theft
MP 2018 037970,2018-02-05T18:24:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 038014,2018-02-05T19:01:00.000Z,DASTR,Domestic Assault/Strangulation
MP 2018 999317,2018-02-05T19:42:21.000Z,THEFT,Other Theft
MP 2018 037912,2018-02-05T19:50:00.000Z,ASLT2,Asslt W/dngrs Weapon
MP 2018 037819,2018-02-05T20:23:00.000Z,ASLT4,Aslt-police/emerg P
MP 2018 037948,2018-02-05T20:27:00.000Z,THEFT,Other Theft
MP 2018 038088,2018-02-05T20:30:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 999316,2018-02-05T21:24:07.000Z,THEFT,Other Theft
MP 2018 038118,2018-02-05T21:55:00.000Z,TFMV,Theft From Motr Vehc
MP 2018 038204,2018-02-05T22:13:00.000Z,AUTOTH,Motor Vehicle Theft
MP 2018 036657,2018-02-05T23:50:00.000Z,THEFT,Other Theft
MP 2018 038279,2018-02-05T23:50:00.000Z,BURGD,Burglary Of Dwelling
MP 2018 036915,2018-02-06T00:22:00.000Z,THFTSW,Theft By Swindle
MP 2018 036863,2018-02-06T00:52:00.000Z,THFTSW,Theft By Swindle
MP 2018 038285,2018-02-06T01:01:00.000Z,THEFT,Other Theft
MP 2018 036804,2018-02-06T01:12:00.000Z,THFTSW,Theft By Swindle
MP 2018 038509,2018-02-06T01:30:00.000Z,THEFT,Other Theft
MP 2018 036935,2018-02-06T01:35:00.000Z,THEFT,Other Theft
MP 2018 038388,2018-02-06T04:20:00.000Z,THEFT,Other Theft
MP 2018 038399,2018-02-06T05:51:00.000Z,THEFT,Other Theft
